geoext:constituentPartIdentifier,geoext:name,geoext:language,geoext:nameType,geoext:nameIdentifier,geoext:classificationCode,geoext:isPreferredName,geoext:namePublishedIn,geoext:nameRemarks
emu:/test/etaxonomy/1008756-0,Mesolite,,,,,,,
emu:/test/etaxonomy/1014119-1,Thomsonite,,,,,,,
emu:/test/etaxonomy/1007134-0,Jamesonite,,,,,,,
emu:/test/etaxonomy/1000831-0,Amber,,,,,,,
emu:/test/etaxonomy/1006711-0,Huntilite,,,,,,,
emu:/test/etaxonomy/1000633-0,Albite,,,,,,,
emu:/test/etaxonomy/1010052-0,Orthoclase,,,,,,,
emu:/test/etaxonomy/1010662-0,Antigorite (var. picrolite),,,,,,,
emu:/test/etaxonomy/1001188-0,Antigorite,,,,,,,
emu:/test/etaxonomy/1001179-0,Anthophyllite,,,,,,,
emu:/test/etaxonomy/1003821-1,Cummingtonite,,,,,,,
emu:/test/etaxonomy/1014750-1,Uranophane,,,,,,,
emu:/test/etaxonomy/1006202-2,Gunnite,,,,,,,
emu:/test/etaxonomy/1013876-0,Szaibélyite,,,,,,,
emu:/test/etaxonomy/1007200-0,Jordanite,,,,,,,
emu:/test/etaxonomy/1009266-0,Zircon (var. naegite),,,,,,,
emu:/test/etaxonomy/1005698-0,Scorodite,,,,,,,
emu:/test/etaxonomy/1000807-0,Alunite,,,,,,,
emu:/test/etaxonomy/1003245-0,Quartz (var. chrysoprase),,,,,,,
emu:/test/etaxonomy/1001572-0,Bakerite,,,,,,,
emu:/test/etaxonomy/1006306-0,Hatchettolite,,,,,,,
emu:/test/etaxonomy/1002035-0,Bismuth,,,,,,,
emu:/test/etaxonomy/1013025-1,Siderite,,,,,,,
emu:/test/etaxonomy/1014877-0,Vesuvianite,,,,,,,
emu:/test/etaxonomy/1002546-1,Vesuvianite (var. californite),,,,,,,
emu:/test/etaxonomy/1006848-2,Idocrase,,,,,,,
emu:/test/etaxonomy/1006148-0,Grossular,,,,,,,
emu:/test/etaxonomy/1003235-0,Chrysocolla,,,,,,,
emu:/test/etaxonomy/1002423-0,Cadwaladerite,,,,,,,
emu:/test/etaxonomy/1000797-1,Aluminum chloride,,,,,,,
emu:/test/etaxonomy/1006250-2,Halite,,,,,,,
emu:/test/etaxonomy/1003729-0,Cosalite,,,,,,,
emu:/test/etaxonomy/1005703-2,Gold,,,,,,,
emu:/test/etaxonomy/1014175-0,Tincalconite,,,,,,,
emu:/test/etaxonomy/1010804-0,Plumbojarosite,,,,,,,
emu:/test/etaxonomy/1003806-1,Crystals,,,,,,,
emu:/test/etaxonomy/1010502-1,Petalite,,,,,,,
emu:/test/etaxonomy/1009438-0,Nigerite,,,,,,,
emu:/test/etaxonomy/1009644-0,Olivine,,,,,,,
emu:/test/etaxonomy/1013015-0,Shortite,,,,,,,
emu:/test/etaxonomy/1012790-0,Searlesite,,,,,,,
emu:/test/etaxonomy/1006359-0,Helvite,,,,,,,
emu:/test/etaxonomy/1006232-0,Sodalite (var. hackmanite),,,,,,,
emu:/test/etaxonomy/1013783-1,Syenite,,,,,,,
emu:/test/etaxonomy/1008730-0,Mercallite,,,,,,,
emu:/test/etaxonomy/1002681-1,Cassiterite,,,,,,,
emu:/test/etaxonomy/1011249-2,Pyrite,,,,,,,
emu:/test/etaxonomy/1004416-0,Earlandite,,,,,,,
emu:/test/etaxonomy/1001887-0,Benitoite,,,,,,,
emu:/test/etaxonomy/1015352-0,Xanthoxenite,,,,,,,
emu:/test/etaxonomy/1011968-0,Rockbridgeite,,,,,,,
emu:/test/etaxonomy/1013736-0,Sulfur,,,,,,,
emu:/test/etaxonomy/1004281-1,Dolomite,,,,,,,
emu:/test/etaxonomy/1006269-0,Hanksite,,,,,,,
emu:/test/etaxonomy/1014617-0,Tychite,,,,,,,
emu:/test/etaxonomy/10214643-0,Seafloor rock,,,,,,,
emu:/test/etaxonomy/1001147-1,Anorthite,,,,,,,
emu:/test/etaxonomy/1001996-1,Biotite,,,,,,,
emu:/test/etaxonomy/1006818-0,Hypersthene,,,,,,,
emu:/test/etaxonomy/1010495-0,Perovskite,,,,,,,
emu:/test/etaxonomy/1001090-0,Andradite,,,,,,,
emu:/test/etaxonomy/1004148-1,Diopside,,,,,,,
emu:/test/etaxonomy/1013552-0,Staurolite,,,,,,,
emu:/test/etaxonomy/1012848-0,Sengierite,,,,,,,
emu:/test/etaxonomy/1003339-0,Graphite (var. cliftonite),,,,,,,
emu:/test/etaxonomy/1011351-0,Pyrophyllite,,,,,,,
emu:/test/etaxonomy/1012409-0,Schairerite,,,,,,,
emu:/test/etaxonomy/1014617-1,Tychite,,,,,,,
emu:/test/etaxonomy/1014787-0,Uvarovite,,,,,,,
emu:/test/etaxonomy/1003204-1,Chromite,,,,,,,
emu:/test/etaxonomy/1008464-0,Manganotantalite,,,,,,,
emu:/test/etaxonomy/1015296-0,Wollastonite,,,,,,,
emu:/test/etaxonomy/1005437-0,Basalt glass,,,,,,,
emu:/test/etaxonomy/1006174-0,Ilmenite (var. guadarramite),,,,,,,
emu:/test/etaxonomy/1001489-0,Augelite,,,,,,,
emu:/test/etaxonomy/1007741-1,Lazulite,,,,,,,
emu:/test/etaxonomy/1011351-2,Pyrophyllite,,,,,,,
emu:/test/etaxonomy/1007446-0,Kobeite,,,,,,,
emu:/test/etaxonomy/1004862-0,Ferrogedrite,,,,,,,
emu:/test/etaxonomy/1005260-1,Garnet,,,,,,,
emu:/test/etaxonomy/1007554-2,Kyanite,,,,,,,
emu:/test/etaxonomy/1011704-0,Ramsdellite,,,,,,,
emu:/test/etaxonomy/1014628-0,Tyuyamunite,,,,,,,
emu:/test/etaxonomy/1004104-0,Dickite,,,,,,,
emu:/test/etaxonomy/1006721-0,Huttonite,,,,,,,
emu:/test/etaxonomy/1006053-0,Gratonite,,,,,,,
emu:/test/etaxonomy/1001269-0,Apophyllite,,,,,,,
emu:/test/etaxonomy/1003695-0,Cordierite,,,,,,,
emu:/test/etaxonomy/1007460-0,Kolbeckite,,,,,,,
emu:/test/etaxonomy/1014369-0,Tremolite,,,,,,,
emu:/test/etaxonomy/1014806-0,Vanadinite,,,,,,,
emu:/test/etaxonomy/1015126-0,Weibyeite,,,,,,,
emu:/test/etaxonomy/1010266-1,Parisite,,,,,,,
emu:/test/etaxonomy/1015551-2,Zircon,,,,,,,
emu:/test/etaxonomy/1006852-0,Idrialite,,,,,,,
emu:/test/etaxonomy/1004076-0,Diaboleite,,,,,,,
emu:/test/etaxonomy/1015163-1,Wherryite,,,,,,,
emu:/test/etaxonomy/1003235-2,Chrysocolla,,,,,,,
emu:/test/etaxonomy/1010221-3,Paralaurionite,,,,,,,
emu:/test/etaxonomy/1008444-0,Manganite,,,,,,,
emu:/test/etaxonomy/1009135-0,Moraesite,,,,,,,
emu:/test/etaxonomy/1006905-0,Ilvaite,,,,,,,
emu:/test/etaxonomy/1007923-1,Lieurite,,,,,,,
emu:/test/etaxonomy/1010608-0,Phosphosiderite,,,,,,,
emu:/test/etaxonomy/1013659-1,Strengite,,,,,,,
emu:/test/etaxonomy/1012777-0,Scorzalite,,,,,,,
emu:/test/etaxonomy/1006848-1,Idocrase,,,,,,,
emu:/test/etaxonomy/1007430-0,Kleinite,,,,,,,
emu:/test/etaxonomy/1014056-1,Terlinguaite,,,,,,,
emu:/test/etaxonomy/1014056-0,Terlinguaite,,,,,,,
emu:/test/etaxonomy/1009087-1,Montroydite,,,,,,,
emu:/test/etaxonomy/1008732-2,Mercury,,,,,,,
emu:/test/etaxonomy/1002553-0,Calomel,,,,,,,
emu:/test/etaxonomy/1008732-1,Mercury,,,,,,,
emu:/test/etaxonomy/1003104-0,Chlorapatite,,,,,,,
emu:/test/etaxonomy/1003115-0,Chlorite,,,,,,,
emu:/test/etaxonomy/1001554-0,Babingtonite,,,,,,,
emu:/test/etaxonomy/1015496-0,Zeunerite,,,,,,,
emu:/test/etaxonomy/1015496-1,Zeunerite,,,,,,,
emu:/test/etaxonomy/1014623-0,Tyrolite,,,,,,,
emu:/test/etaxonomy/1007560-0,Labradorite,,,,,,,
emu:/test/etaxonomy/1010099-0,Osumilite,,,,,,,
emu:/test/etaxonomy/1007913-0,Libethenite,,,,,,,
emu:/test/etaxonomy/1003090-1,Chinoite,,,,,,,
emu:/test/etaxonomy/1014752-0,Uranophane-beta,,,,,,,
emu:/test/etaxonomy/1007554-0,Kyanite,,,,,,,
emu:/test/etaxonomy/1001602-0,Barbosalite,,,,,,,
emu:/test/etaxonomy/1013989-1,Tavorite,,,,,,,
emu:/test/etaxonomy/1014640-0,Ulexite,,,,,,,
emu:/test/etaxonomy/1012105-0,Sahamalite,,,,,,,
emu:/test/etaxonomy/1006421-0,Herderite,,,,,,,
emu:/test/etaxonomy/1006450-1,Tremolite (var. hexagonite),,,,,,,
emu:/test/etaxonomy/1013358-0,Soddyite,,,,,,,
emu:/test/etaxonomy/1007310-2,Kasolite,,,,,,,
emu:/test/etaxonomy/1009348-0,Neomesselite,,,,,,,
emu:/test/etaxonomy/1008760-1,Messelite,,,,,,,
emu:/test/etaxonomy/1006689-1,Hübnerite,,,,,,,
emu:/test/etaxonomy/1014278-0,Schorl,,,,,,,
emu:/test/etaxonomy/1014750-0,Uranophane,,,,,,,
emu:/test/etaxonomy/1008202-0,Ludlamite,,,,,,,
emu:/test/etaxonomy/1001216-1,Apatite,,,,,,,
emu:/test/etaxonomy/1007789-2,Lehnerite,,,,,,,
emu:/test/etaxonomy/1001139-1,Annabergite,,,,,,,
emu:/test/etaxonomy/1009403-2,Niccolite,,,,,,,
emu:/test/etaxonomy/1000703-0,Almandine,,,,,,,
emu:/test/etaxonomy/1014278-1,Schorl,,,,,,,
emu:/test/etaxonomy/1006531-1,Hornblende,,,,,,,
emu:/test/etaxonomy/1000225-3,Microcline,,,,,,,
emu:/test/etaxonomy/1005277-0,Pyrope (var. rhodolite),,,,,,,
emu:/test/etaxonomy/1011346-0,Pyrope,,,,,,,
emu:/test/etaxonomy/1000176-1,Epidote,,,,,,,
emu:/test/etaxonomy/1003115-2,Chlorite,,,,,,,
emu:/test/etaxonomy/1003282-1,Clay,,,,,,,
emu:/test/etaxonomy/1010839-1,Andradite (var. polyadelphite),,,,,,,
emu:/test/etaxonomy/1008668-0,Andradite (var. melanite),,,,,,,
emu:/test/etaxonomy/1008289-2,Magnetite,,,,,,,
emu:/test/etaxonomy/1015191-1,Willemite,,,,,,,
emu:/test/etaxonomy/1004745-2,Feldspar,,,,,,,
emu:/test/etaxonomy/1015629-0,Samfowlerite,,,,,,,
emu:/test/etaxonomy/1005065-2,Franklinite,,,,,,,
emu:/test/etaxonomy/1015191-3,Willemite,,,,,,,
emu:/test/etaxonomy/1002426-4,Cahnite,,,,,,,
emu:/test/etaxonomy/1012420-1,Scheelite,,,,,,,
emu:/test/etaxonomy/1006250-0,Halite,,,,,,,
emu:/test/etaxonomy/1014439-1,Trona,,,,,,,
emu:/test/etaxonomy/1014175-2,Tincalconite,,,,,,,
emu:/test/etaxonomy/1015431-0,Yoshimuraite,,,,,,,
emu:/test/etaxonomy/1011849-1,Rhodonite,,,,,,,
emu:/test/etaxonomy/1000125-2,Orthoclase (var. adularia),,,,,,,
emu:/test/etaxonomy/1011921-3,Richterite,,,,,,,
emu:/test/etaxonomy/1000616-0,Alabandite,,,,,,,
emu:/test/etaxonomy/1014390-0,Tridymite,,,,,,,
emu:/test/etaxonomy/1006818-1,Hypersthene,,,,,,,
emu:/test/etaxonomy/1001007-3,Andesite,,,,,,,
emu:/test/etaxonomy/1003770-0,Cristobalite,,,,,,,
emu:/test/etaxonomy/10590121-0,Bastnäsite,,,,,,,
emu:/test/etaxonomy/1010648-0,Pickeringite,,,,,,,
emu:/test/etaxonomy/1012371-0,Sassolite,,,,,,,
emu:/test/etaxonomy/1008480-1,Marble,,,,,,,
emu:/test/etaxonomy/1009919-1,Manganese ore,,,,,,,
emu:/test/etaxonomy/1002953-0,Chalcopyrite,,,,,,,
emu:/test/etaxonomy/1005325-0,Gedrite,,,,,,,
emu:/test/etaxonomy/1010550-1,Phlogopite,,,,,,,
emu:/test/etaxonomy/1002953-1,Chalcopyrite,,,,,,,
emu:/test/etaxonomy/1002924-0,Chalcocite,,,,,,,
emu:/test/etaxonomy/1003393-0,Coal,,,,,,,
emu:/test/etaxonomy/1008462-0,Manganosite,,,,,,,
emu:/test/etaxonomy/1004633-0,Eucairite,,,,,,,
emu:/test/etaxonomy/1011224-0,Pumpellyite,,,,,,,
emu:/test/etaxonomy/1014864-0,Vermiculite,,,,,,,
emu:/test/etaxonomy/1015583-1,Zonolite,,,,,,,
emu:/test/etaxonomy/1010843-0,Polybasite,,,,,,,
emu:/test/etaxonomy/1003106-0,Chlorargyrite,,,,,,,
emu:/test/etaxonomy/1002743-1,Cerargyrite,,,,,,,
emu:/test/etaxonomy/1010782-0,Plattnerite,,,,,,,
emu:/test/etaxonomy/1001000-0,Andersonite,,,,,,,
emu:/test/etaxonomy/1001971-0,Beyerite,,,,,,,
emu:/test/etaxonomy/1006717-0,Hurlbutite,,,,,,,
emu:/test/etaxonomy/1011086-1,Mimetite (var. prixite),,,,,,,
emu:/test/etaxonomy/1004694-0,Faheyite,,,,,,,
emu:/test/etaxonomy/1014831-1,Variscite,,,,,,,
emu:/test/etaxonomy/1009221-2,Muscovite,,,,,,,
emu:/test/etaxonomy/1003971-0,Davidite,,,,,,,
emu:/test/etaxonomy/1003971-1,Davidite,,,,,,,
emu:/test/etaxonomy/1012733-0,Schröckingerite,,,,,,,
emu:/test/etaxonomy/1006515-0,Holmquistite,,,,,,,
emu:/test/etaxonomy/1008818-0,Metastibnite,,,,,,,
emu:/test/etaxonomy/1006461-0,Hidalgoite,,,,,,,
emu:/test/etaxonomy/1007681-0,Laumontite,,,,,,,
emu:/test/etaxonomy/1011329-1,Pyroclasite,,,,,,,
emu:/test/etaxonomy/1009211-0,Murdochite,,,,,,,
emu:/test/etaxonomy/1002949-0,Chalcophanite,,,,,,,
emu:/test/etaxonomy/1009549-0,Novácekite,,,,,,,
emu:/test/etaxonomy/1010614-0,Phosphuranylite,,,,,,,
emu:/test/etaxonomy/1001961-0,Betafite,,,,,,,
emu:/test/etaxonomy/1005394-0,Ginorite,,,,,,,
emu:/test/etaxonomy/1012371-1,Sassolite,,,,,,,
emu:/test/etaxonomy/1000963-0,Anatase,,,,,,,
emu:/test/etaxonomy/1012072-0,Rutherfordine,,,,,,,
emu:/test/etaxonomy/1001857-1,Becquerelite,,,,,,,
emu:/test/etaxonomy/1003386-0,Clinozoisite,,,,,,,
emu:/test/etaxonomy/1008659-0,Meionite,,,,,,,
emu:/test/etaxonomy/1003763-0,Crandallite,,,,,,,
emu:/test/etaxonomy/1005754-0,Gorceixite,,,,,,,
emu:/test/etaxonomy/1008531-0,Marcasite,,,,,,,
emu:/test/etaxonomy/1006715-0,Hureaulite,,,,,,,
emu:/test/etaxonomy/1011968-1,Rockbridgeite,,,,,,,
emu:/test/etaxonomy/1006443-0,Heterosite,,,,,,,
emu:/test/etaxonomy/1004727-0,Faustite,,,,,,,
emu:/test/etaxonomy/1000622-1,Alaskaite,,,,,,,
emu:/test/etaxonomy/1003971-2,Davidite,,,,,,,
emu:/test/etaxonomy/1000600-0,Ajoite,,,,,,,
emu:/test/etaxonomy/1014402-1,Triphylite,,,,,,,
emu:/test/etaxonomy/1004608-0,Erythrosiderite,,,,,,,
emu:/test/etaxonomy/1009217-0,Murmanite,,,,,,,
emu:/test/etaxonomy/1014781-1,Ussingite,,,,,,,
emu:/test/etaxonomy/1009145-0,Morinite,,,,,,,
emu:/test/etaxonomy/1007233-0,Kaersutite,,,,,,,
emu:/test/etaxonomy/1007233-1,Kaersutite,,,,,,,
emu:/test/etaxonomy/1001196-0,Antimony,,,,,,,
emu:/test/etaxonomy/1014798-1,Valentinite,,,,,,,
emu:/test/etaxonomy/1013595-2,Stibiconite,,,,,,,
emu:/test/etaxonomy/1014196-0,Tinzenite,,,,,,,
emu:/test/etaxonomy/1002221-1,Braunite,,,,,,,
emu:/test/etaxonomy/1002472-1,Calciovolborthite,,,,,,,
emu:/test/etaxonomy/1013606-0,Stibnite,,,,,,,
emu:/test/etaxonomy/1003838-1,Cuprite,,,,,,,
emu:/test/etaxonomy/1003623-1,Copper,,,,,,,
emu:/test/etaxonomy/1011740-0,Realgar,,,,,,,
emu:/test/etaxonomy/1010849-0,Polycrase,,,,,,,
emu:/test/etaxonomy/1009039-1,Monazite,,,,,,,
emu:/test/etaxonomy/1014402-0,Triphylite,,,,,,,
emu:/test/etaxonomy/1006443-1,Heterosite,,,,,,,
emu:/test/etaxonomy/1004113-0,Digenite,,,,,,,
emu:/test/etaxonomy/1009380-1,Neptunite,,,,,,,
emu:/test/etaxonomy/1001099-0,Andrewsite,,,,,,,
emu:/test/etaxonomy/1003623-2,Copper,,,,,,,
emu:/test/etaxonomy/1011779-0,Renardite,,,,,,,
emu:/test/etaxonomy/1004001-0,Andradite (var. demantoid),,,,,,,
emu:/test/etaxonomy/1001427-1,Asbestos,,,,,,,
emu:/test/etaxonomy/1014369-2,Tremolite,,,,,,,
emu:/test/etaxonomy/1004661-0,Eulytite,,,,,,,
emu:/test/etaxonomy/1002050-1,Bismuthite,,,,,,,
emu:/test/etaxonomy/10586583-1,00: Unclassified Minerals,,,,,,,
emu:/test/etaxonomy/1012092-2,Saamite,,,,,,,
emu:/test/etaxonomy/1003459-0,Coffinite,,,,,,,
emu:/test/etaxonomy/1014731-1,Uraninite,,,,,,,
emu:/test/etaxonomy/1006245-0,Häggite,,,,,,,
emu:/test/etaxonomy/1014875-0,Vésigniéite,,,,,,,
emu:/test/etaxonomy/1014129-0,Thorite,,,,,,,
emu:/test/etaxonomy/1010762-0,Plagionite,,,,,,,
emu:/test/etaxonomy/1008928-0,Millosevichite,,,,,,,
emu:/test/etaxonomy/1009454-1,Niocalite,,,,,,,
emu:/test/etaxonomy/1013665-0,Stromeyerite,,,,,,,
emu:/test/etaxonomy/1006526-0,Hopeite,,,,,,,
emu:/test/etaxonomy/1010215-1,Parahopeite,,,,,,,
emu:/test/etaxonomy/1009138-0,Mordenite,,,,,,,
emu:/test/etaxonomy/1014903-1,Viridine,,,,,,,
emu:/test/etaxonomy/1010765-0,Plancheite,,,,,,,
emu:/test/etaxonomy/1014032-1,Tenorite,,,,,,,
emu:/test/etaxonomy/1006354-0,Hellandite,,,,,,,
emu:/test/etaxonomy/1006163-0,Groutite,,,,,,,
emu:/test/etaxonomy/1009307-0,Natromontebrasite,,,,,,,
emu:/test/etaxonomy/1009293-1,Natramblygonite,,,,,,,
emu:/test/etaxonomy/1003361-0,Clinohedrite,,,,,,,
emu:/test/etaxonomy/1005204-2,Gageite,,,,,,,
emu:/test/etaxonomy/1013762-3,Sussexite,,,,,,,
emu:/test/etaxonomy/1015191-4,Willemite,,,,,,,
emu:/test/etaxonomy/1011750-0,Reddingite,,,,,,,
emu:/test/etaxonomy/1008202-1,Ludlamite,,,,,,,
emu:/test/etaxonomy/1006715-2,Hureaulite,,,,,,,
emu:/test/etaxonomy/1011750-1,Reddingite,,,,,,,
emu:/test/etaxonomy/1008382-0,Manasseite,,,,,,,
emu:/test/etaxonomy/1006793-1,Hydrotalcite,,,,,,,
emu:/test/etaxonomy/1012870-2,Serpentine,,,,,,,
emu:/test/etaxonomy/1005377-0,Gibbsite,,,,,,,
emu:/test/etaxonomy/1014715-2,Unknown,,,,,,,
emu:/test/etaxonomy/1000661-0,Algodonite,,,,,,,
emu:/test/etaxonomy/1007204-0,Joséite,,,,,,,
emu:/test/etaxonomy/1004314-1,Domeykite,,,,,,,
emu:/test/etaxonomy/1002975-0,Chalcostibite,,,,,,,
emu:/test/etaxonomy/1007360-0,Kermesite,,,,,,,
emu:/test/etaxonomy/1007134-1,Jamesonite,,,,,,,
emu:/test/etaxonomy/1015543-0,Zinkenite,,,,,,,
emu:/test/etaxonomy/1013540-1,Stannite,,,,,,,
emu:/test/etaxonomy/1003892-0,Cylindrite,,,,,,,
emu:/test/etaxonomy/1004606-0,Erythrite,,,,,,,
emu:/test/etaxonomy/1008159-1,Löllingite,,,,,,,
emu:/test/etaxonomy/1015543-1,Zinkenite,,,,,,,
emu:/test/etaxonomy/1014075-0,Tetrahedrite,,,,,,,
emu:/test/etaxonomy/1005051-0,Franckeite,,,,,,,
emu:/test/etaxonomy/1003892-1,Cylindrite,,,,,,,
emu:/test/etaxonomy/1008159-0,Löllingite,,,,,,,
emu:/test/etaxonomy/1009434-1,Nickeline,,,,,,,
emu:/test/etaxonomy/1002945-0,Chalcomenite,,,,,,,
emu:/test/etaxonomy/1000592-1,Ahlfeldite,,,,,,,
emu:/test/etaxonomy/1010818-1,Plumosite,,,,,,,
emu:/test/etaxonomy/1006522-0,Honessite,,,,,,,
emu:/test/etaxonomy/1014900-1,Violarite,,,,,,,
emu:/test/etaxonomy/1008924-2,Millerite,,,,,,,
emu:/test/etaxonomy/1004651-0,Kentbrooksite,,,,,,,
emu:/test/etaxonomy/1004638-1,Eudialyte (var. eucolite),,,,,,,
emu:/test/etaxonomy/1008138-0,Lizardite,,,,,,,
emu:/test/etaxonomy/1013562-0,Talc (var. steatite),,,,,,,
emu:/test/etaxonomy/1013562-1,Talc (var. steatite),,,,,,,
emu:/test/etaxonomy/1003097-0,Chloanthite,,,,,,,
emu:/test/etaxonomy/1006720-0,Hutchinsonite,,,,,,,
emu:/test/etaxonomy/1003600-0,Conichalcite,,,,,,,
emu:/test/etaxonomy/1006401-1,Hemimorphite,,,,,,,
emu:/test/etaxonomy/1008725-0,Meneghinite,,,,,,,
emu:/test/etaxonomy/1011417-2,Pyrrhotite,,,,,,,
emu:/test/etaxonomy/1013574-0,Stephanite,,,,,,,
emu:/test/etaxonomy/1008769-0,Meta-autunite,,,,,,,
emu:/test/etaxonomy/1001527-1,Autunite,,,,,,,
emu:/test/etaxonomy/1006261-0,Hambergite,,,,,,,
emu:/test/etaxonomy/1003606-0,Connellite,,,,,,,
emu:/test/etaxonomy/1007360-1,Kermesite,,,,,,,
emu:/test/etaxonomy/1002776-3,Cervantite,,,,,,,
emu:/test/etaxonomy/1001900-1,Beraunite,,,,,,,
emu:/test/etaxonomy/1002412-2,Cacoxenite,,,,,,,
emu:/test/etaxonomy/1003897-0,Cymrite,,,,,,,
emu:/test/etaxonomy/1005208-0,Gainesite,,,,,,,
emu:/test/etaxonomy/1010288-0,Pascoite,,,,,,,
emu:/test/etaxonomy/1009151-0,Mosandrite,,,,,,,
emu:/test/etaxonomy/1006905-1,Ilvaite,,,,,,,
emu:/test/etaxonomy/1015005-0,Voltaite,,,,,,,
emu:/test/etaxonomy/1001802-0,Bassetite,,,,,,,
emu:/test/etaxonomy/1012846-1,Sénarmontite,,,,,,,
emu:/test/etaxonomy/1004081-0,Diadochite,,,,,,,
emu:/test/etaxonomy/1004024-1,Destinezite,,,,,,,
emu:/test/etaxonomy/1013339-1,Quartz (var. smoky),,,,,,,
emu:/test/etaxonomy/1013595-1,Stibiconite,,,,,,,
emu:/test/etaxonomy/1007681-1,Laumontite,,,,,,,
emu:/test/etaxonomy/1007538-0,Spodumene (var. kunzite),,,,,,,
emu:/test/etaxonomy/10595485-1,Rose quartz,,,,,,,
emu:/test/etaxonomy/1012389-0,Sborgite,,,,,,,
emu:/test/etaxonomy/1007310-0,Kasolite,,,,,,,
emu:/test/etaxonomy/1000675-1,Allanite,,,,,,,
emu:/test/etaxonomy/1014761-1,Uranothorite,,,,,,,
emu:/test/etaxonomy/1007613-0,Lanthanite,,,,,,,
emu:/test/etaxonomy/1002994-0,Chambersite,,,,,,,
emu:/test/etaxonomy/1006276-0,Harmotome,,,,,,,
emu:/test/etaxonomy/1001269-1,Apophyllite,,,,,,,
emu:/test/etaxonomy/1004958-1,Fluorapophyllite,,,,,,,
emu:/test/etaxonomy/1011249-3,Pyrite,,,,,,,
emu:/test/etaxonomy/1004888-0,Fersmite,,,,,,,
emu:/test/etaxonomy/1005353-0,Gerasimovskite,,,,,,,
emu:/test/etaxonomy/1007541-0,Kupletskite,,,,,,,
emu:/test/etaxonomy/1001461-1,Astrophyllite,,,,,,,
emu:/test/etaxonomy/1008162-0,Lomonosovite,,,,,,,
emu:/test/etaxonomy/1003821-0,Cummingtonite,,,,,,,
emu:/test/etaxonomy/1003866-0,Cuprosklodowskite,,,,,,,
emu:/test/etaxonomy/1014814-1,Vandenbrandeite,,,,,,,
emu:/test/etaxonomy/1005703-0,Gold,,,,,,,
emu:/test/etaxonomy/1003362-0,Clinohumite,,,,,,,
emu:/test/etaxonomy/1002227-0,Brazilianite,,,,,,,
emu:/test/etaxonomy/1004022-0,Descloizite,,,,,,,
emu:/test/etaxonomy/1010344-0,Pectolite,,,,,,,
emu:/test/etaxonomy/1001881-1,Belyankinite,,,,,,,
emu:/test/etaxonomy/1014781-2,Ussingite,,,,,,,
emu:/test/etaxonomy/1012706-3,Schizolite,,,,,,,
emu:/test/etaxonomy/1000135-1,Aegerite,,,,,,,
emu:/test/etaxonomy/1010344-2,Pectolite,,,,,,,
emu:/test/etaxonomy/1001531-3,Quartz (var. aventurine),,,,,,,
emu:/test/etaxonomy/1014781-0,Ussingite,,,,,,,
emu:/test/etaxonomy/1014892-0,Villiaumite,,,,,,,
emu:/test/etaxonomy/1016305-2,Quartz (var. chalcedony),,,,,,,
emu:/test/etaxonomy/1015191-0,Willemite,,,,,,,
emu:/test/etaxonomy/1010674-0,Piemontite,,,,,,,
emu:/test/etaxonomy/1008785-0,Metaheinrichite,,,,,,,
emu:/test/etaxonomy/1010344-1,Pectolite,,,,,,,
emu:/test/etaxonomy/1001269-3,Apophyllite,,,,,,,
emu:/test/etaxonomy/1004958-0,Fluorapophyllite,,,,,,,
emu:/test/etaxonomy/1013620-1,Stilbite,,,,,,,
emu:/test/etaxonomy/1002475-3,Calcite,,,,,,,
emu:/test/etaxonomy/1011427-4,Quartz,,,,,,,
emu:/test/etaxonomy/1013588-0,Stevensite,,,,,,,
emu:/test/etaxonomy/1011063-1,Prehnite,,,,,,,
emu:/test/etaxonomy/1003962-2,Datolite,,,,,,,
emu:/test/etaxonomy/1004031-1,Clinochlore (var. diabantite),,,,,,,
emu:/test/etaxonomy/1000844-1,Quartz (var. amethyst),,,,,,,
emu:/test/etaxonomy/1014789-0,Uvite,,,,,,,
emu:/test/etaxonomy/1008531-1,Marcasite,,,,,,,
emu:/test/etaxonomy/1000222-2,Sphalerite,,,,,,,
emu:/test/etaxonomy/1009422-0,Nickel-skutterudite,,,,,,,
emu:/test/etaxonomy/1012348-0,Corundum (var. sapphire),,,,,,,
emu:/test/etaxonomy/1003717-0,Corundum,,,,,,,
emu:/test/etaxonomy/1006198-0,Gummite,,,,,,,
emu:/test/etaxonomy/1000113-1,Adamite,,,,,,,
emu:/test/etaxonomy/1001673-2,Barthite,,,,,,,
emu:/test/etaxonomy/1004941-0,Aragonite (var. Flos Ferri),,,,,,,
emu:/test/etaxonomy/1001136-0,Ankerite,,,,,,,
emu:/test/etaxonomy/1006434-0,Grossular (var. hessonite),,,,,,,
emu:/test/etaxonomy/1014207-3,Titanite,,,,,,,
emu:/test/etaxonomy/1004507-0,Beryl (var. emerald),,,,,,,
emu:/test/etaxonomy/1000176-0,Epidote,,,,,,,
emu:/test/etaxonomy/1011849-0,Rhodonite,,,,,,,
emu:/test/etaxonomy/1001109-0,Anglesite,,,,,,,
emu:/test/etaxonomy/1008061-1,Limonite,,,,,,,
emu:/test/etaxonomy/1004502-0,Embolite,,,,,,,
emu:/test/etaxonomy/1010443-0,Pentlandite,,,,,,,
emu:/test/etaxonomy/1006331-1,Heazlewoodite,,,,,,,
emu:/test/etaxonomy/1006245-1,Häggite,,,,,,,
